,Date,Unix,Ticker,DE Ratio,Price,SP500
36,2004-12-04 14:16:51,1102162611.0,aapl,0.0,62.68,1191.37
37,2005-01-26 15:16:47,1106745407.0,aapl,0.0,71.94,1174.06995
38,2005-02-04 03:07:08,1107479228.0,aapl,0.0,77.81,1203.0300300000001
39,2005-03-01 10:36:03,1109666163.0,aapl,0.0,44.86,1210.41003
40,2005-12-17 11:55:53,1134813353.0,aapl,0.0,71.11,1272.73999
41,2006-01-25 09:43:52,1138175032.0,aapl,0.0,76.04,1264.68005
42,2003-10-26 16:06:32,1067177192.0,abc,0.592,57.01,1033.77002
43,2004-01-28 07:37:34,1075268254.0,abc,0.429,56.36,1128.47998
44,2004-05-16 19:24:15,1084724655.0,abc,0.412,58.97,1096.43994
45,2004-10-20 01:31:26,1098225086.0,abc,0.331,52.1,1103.66003
46,2005-01-08 07:45:42,1105163142.0,abc,0.332,57.9,1183.73999
47,2005-03-30 19:52:42,1112201562.0,abc,0.291,55.44,1181.41003
48,2005-05-26 01:50:44,1117061444.0,abc,0.23,65.93,1197.62
49,2005-12-04 08:46:13,1133678773.0,abc,0.223,79.46,1264.67004
50,2007-02-20 06:12:02,1171944722.0,abc,0.308,54.9,1459.68005
51,2007-04-05 16:11:07,1175778667.0,abc,0.308,53.94,1443.76001
52,2008-01-23 20:34:05,1201113245.0,abc,0.396,45.55,1338.5999800000002
53,2004-09-20 13:31:02,1095676262.0,abt,0.543,42.92,1122.19995
54,2004-10-23 22:48:08,1098560888.0,abt,0.543,40.86,1103.66003
55,2005-01-25 12:44:11,1106649851.0,abt,0.508,45.93,1168.41003
56,2005-02-28 19:21:54,1109611314.0,abt,0.508,45.61,1203.5999800000002
57,2006-06-17 18:01:01,1150556461.0,abt,0.436,42.78,1230.04004
58,2006-07-18 12:32:14,1153215134.0,abt,0.436,44.48,1236.85999
59,2007-01-13 21:19:42,1168715982.0,abt,0.604,50.45,1414.8499800000002
60,2007-03-23 02:47:40,1174610860.0,abt,0.883,54.5,1436.10999
61,2007-04-10 20:13:09,1176225189.0,abt,0.883,57.11,1448.39001
62,2007-06-03 02:36:35,1180827395.0,abt,0.871,56.3,1530.62
63,2008-01-23 23:41:45,1201124505.0,abt,0.784,57.97,1338.5999800000002
64,2008-04-28 03:46:55,1209343615.0,abt,0.687,51.28,1396.37
65,2008-10-23 21:57:42,1224788262.0,abt,0.732,55.02,908.10999
66,2008-12-25 05:30:56,1230175856.0,abt,0.546,52.65,871.63
67,2004-08-16 22:53:27,1092686007.0,ace,0.26,39.1,1079.33997
68,2004-10-10 11:27:42,1097396862.0,ace,0.26,41.04,1130.6500199999998
69,2005-01-13 13:27:29,1105615649.0,ace,0.21,42.76,1177.44995
70,2007-02-20 18:32:05,1171989125.0,ace,0.171,58.6,1459.68005
71,2007-04-05 15:54:06,1175777646.0,ace,0.171,57.24,1443.76001
72,2008-01-23 21:48:58,1201117738.0,ace,0.154,59.98,1338.5999800000002
73,2003-12-15 23:12:24,1071522744.0,aci,1.074,30.78,1068.04004
74,2005-01-24 04:33:07,1106533987.0,aci,1.18,34.52,1163.75
75,2005-02-05 03:36:51,1107567411.0,aci,1.18,38.4,1193.18994
76,2005-03-30 06:50:28,1112154628.0,aci,0.936,41.15,1181.41003
77,2006-05-24 04:17:01,1148433421.0,aci,0.854,46.39,1258.56995
78,2007-03-11 21:41:07,1173642067.0,aci,0.86,30.08,1401.89001
79,2007-04-07 18:52:27,1175961147.0,aci,0.86,33.93,1439.37
80,2008-03-02 17:50:27,1204473027.0,aci,0.851,51.09,1367.68005
81,2008-06-05 02:23:56,1212621836.0,aci,0.899,67.52,1404.05005
82,2008-10-08 20:51:28,1223488288.0,aci,0.772,25.11,984.94
83,2008-12-05 05:35:57,1228448157.0,aci,0.767,11.93,876.0700099999999
84,2003-11-08 10:24:47,1068279887.0,acn,0.076,25.05,1051.81006
85,2004-12-10 06:26:24,1102652784.0,acn,0.023,26.2,1188.0
86,2005-02-10 03:10:56,1107997856.0,acn,0.023,25.51,1197.01001
87,2005-04-04 05:07:40,1112580460.0,acn,0.023,24.44,1176.12
88,2005-09-04 02:06:58,1125788818.0,acn,0.04,25.31,1221.58997
89,2006-06-03 23:44:14,1149367454.0,acn,0.045,27.89,1270.08997
90,2006-08-22 00:50:41,1156197041.0,acn,0.034,28.57,1298.81995
91,2006-08-22 06:44:05,1156218245.0,acn,0.034,28.57,1298.81995
92,2006-08-27 03:22:58,1156638178.0,acn,0.034,28.36,1296.06006
93,2006-11-02 16:40:55,1162478455.0,acn,0.027,32.96,1367.33997
94,2006-11-11 01:01:42,1163199702.0,acn,0.027,33.87,1385.7199699999999
95,2006-12-03 00:17:12,1165097832.0,acn,0.027,33.81,1400.63
96,2007-03-14 19:10:39,1173892239.0,acn,0.018,35.39,1387.17004
97,2007-05-05 07:47:14,1178340434.0,acn,0.015,39.1,1495.92004
98,2007-06-05 04:17:34,1181006254.0,acn,0.015,41.24,1530.94995
99,2007-07-06 07:06:36,1183694796.0,acn,0.015,42.81,1530.43994
100,2008-04-07 01:42:51,1207521771.0,acn,0.004,36.77,1372.54004
101,2008-10-18 23:21:07,1224361267.0,acn,0.003,31.4,907.8400300000001
102,2008-12-02 16:28:13,1228228093.0,acn,0.003,29.98,848.81
103,2008-12-21 20:10:46,1229883046.0,acn,0.001,32.21,885.2800300000001
104,2004-01-25 05:32:05,1075001525.0,adbe,0.0,38.04,1143.93994
105,2004-08-21 23:10:00,1093119000.0,adbe,0.0,46.09,1095.17004
106,2004-11-12 17:19:37,1100272777.0,adbe,0.0,58.1,1184.17004
107,2005-02-07 16:20:07,1107786007.0,adbe,0.0,63.67,1201.7199699999999
108,2005-04-05 04:12:22,1112663542.0,adbe,0.0,66.58,1181.39001
109,2005-08-31 10:51:30,1125474690.0,adbe,0.0,27.12,1220.32996
110,2008-12-04 14:30:57,1228393857.0,adbe,0.08,22.54,845.2199699999999
111,2008-12-05 00:15:55,1228428955.0,adbe,0.08,20.44,876.0700099999999
112,2008-12-17 11:42:55,1229506975.0,adbe,0.08,22.32,904.4199800000001
113,2008-12-20 21:49:14,1229802554.0,adbe,0.079,22.13,904.4199800000001
114,2004-01-20 06:29:18,1074572958.0,adi,0.0,50.5,1138.77002
115,2004-05-12 18:46:27,1084376787.0,adi,0.0,45.04,1097.2800300000001
116,2004-06-22 09:09:13,1087884553.0,adi,0.0,45.03,1134.41003
117,2004-08-10 02:07:28,1092092848.0,adi,0.0,35.92,1079.04004
118,2004-11-11 09:56:15,1100159775.0,adi,0.0,38.5,1173.47998
119,2005-01-24 03:34:28,1106530468.0,adi,0.0,34.47,1163.75
120,2005-03-17 01:05:45,1111014345.0,adi,0.0,35.92,1190.20996
121,2005-04-08 23:33:20,1112992400.0,adi,0.0,35.67,1181.19995
122,2005-09-07 23:00:53,1126123253.0,adi,0.0,36.88,1236.35999
123,2005-10-31 08:19:48,1130739588.0,adi,0.0,34.61,1207.01001
124,2003-11-12 17:41:28,1068651688.0,adm,0.733,14.48,1058.5300300000001
125,2004-01-31 04:11:22,1075515082.0,adm,0.703,15.66,1128.47998
126,2004-04-14 16:44:25,1081950265.0,adm,0.789,16.81,1128.17004
127,2004-06-19 13:33:48,1087641228.0,adm,0.848,16.28,1133.56006
128,2004-11-30 07:08:52,1101791332.0,adm,0.613,21.23,1173.81995
129,2005-01-26 00:58:06,1106693886.0,adm,0.613,22.65,1174.06995
130,2005-02-08 21:21:16,1107890476.0,adm,0.613,23.71,1202.30005
131,2005-02-14 20:39:46,1108406386.0,adm,0.528,24.5,1206.14001
132,2007-02-20 08:05:08,1171951508.0,adm,0.541,35.88,1459.68005
133,2007-03-07 08:11:55,1173247915.0,adm,0.541,32.96,1391.9699699999999
134,2007-04-09 12:40:37,1176111637.0,adm,0.541,37.02,1444.60999
135,2007-06-18 03:24:32,1182126272.0,adm,0.597,34.57,1531.05005
136,2007-06-19 05:10:54,1182219054.0,adm,0.597,34.75,1533.69995
137,2007-10-12 05:57:34,1192157854.0,adm,0.47,34.9,1561.80005
138,2008-01-23 23:14:44,1201122884.0,adm,0.62,40.85,1338.5999800000002
139,2009-01-09 16:47:55,1231512475.0,adm,0.628,27.94,890.3499800000001
140,2004-05-12 18:03:39,1084374219.0,adp,0.015,45.7,1097.2800300000001
141,2006-05-29 06:22:46,1148872966.0,adp,0.012,45.98,1280.16003
142,2006-06-27 09:26:37,1151389597.0,adp,0.012,44.48,1239.19995
143,2007-02-20 18:32:39,1171989159.0,adp,0.012,50.7,1459.68005
144,2007-04-28 09:46:50,1177742810.0,adp,0.012,45.17,1495.42004
145,2007-05-28 15:46:58,1180356418.0,adp,0.007,49.23,1515.72998
146,2007-06-30 05:05:33,1183169133.0,adp,0.007,48.47,1506.33997
147,2007-10-22 09:12:40,1193033560.0,adp,0.008,47.52,1506.32996
148,2008-01-23 19:35:35,1201109735.0,adp,0.078,38.56,1338.5999800000002
149,2008-12-07 07:53:01,1228629181.0,adp,0.288,37.59,845.2199699999999
150,2003-10-03 16:48:40,1065188920.0,adsk,0.0,18.44,1029.8499800000002
151,2004-06-20 07:36:21,1087706181.0,adsk,0.0,39.4,1132.05005
152,2004-08-03 23:39:21,1091565561.0,adsk,0.0,39.96,1099.68994
153,2005-02-25 15:10:44,1109337044.0,adsk,0.0,29.83,1211.37
154,2005-04-19 09:08:08,1113890888.0,adsk,0.0,31.69,1152.7800300000001
155,2004-09-24 17:33:50,1096036430.0,aee,0.804,46.07,1110.10999
156,2004-11-02 15:30:15,1099402215.0,aee,0.804,48.01,1130.56006
157,2005-03-05 21:55:16,1110052516.0,aee,0.974,51.83,1210.07996
158,2005-12-16 06:43:01,1134708181.0,aee,0.863,52.32,1267.31995
159,2006-01-10 11:29:29,1136885369.0,aee,0.863,51.66,1289.68994
160,2007-02-20 06:12:12,1171944732.0,aee,0.965,53.51,1459.68005
161,2007-12-15 01:09:10,1197673750.0,aee,1.02,53.77,1486.58997
162,2008-01-23 19:17:07,1201108627.0,aee,1.02,46.34,1338.5999800000002
163,2008-12-08 10:59:42,1228726782.0,aeo,0.054,9.73,909.7000099999999
164,2009-01-12 14:36:10,1231763770.0,aeo,0.054,10.13,870.26001
165,2004-08-03 23:58:46,1091566726.0,aep,1.754,31.64,1099.68994
166,2004-10-10 13:54:05,1097405645.0,aep,1.739,32.38,1130.6500199999998
167,2005-04-04 22:37:45,1112643465.0,aep,1.435,33.96,1176.12
168,2007-03-07 02:53:36,1173228816.0,aep,1.342,45.33,1391.9699699999999
169,2007-04-10 20:12:53,1176225173.0,aep,1.457,49.34,1448.39001
170,2008-01-23 20:30:47,1201113047.0,aep,1.55,43.82,1338.5999800000002
171,2003-10-03 17:23:47,1065191027.0,aes,101.18,7.96,1029.8499800000002
172,2003-12-15 21:31:38,1071516698.0,aes,29.748,8.39,1068.04004
173,2004-08-04 00:04:30,1091567070.0,aes,15.619,9.66,1098.63
174,2004-10-26 04:29:14,1098754154.0,aes,15.619,11.05,1111.08997
175,2004-12-05 09:19:07,1102231147.0,aes,12.944,12.42,1190.32996
176,2005-02-18 08:12:43,1108707163.0,aes,10.698,16.48,1201.58997
177,2007-02-19 02:26:15,1171844775.0,aes,6.513,22.3,1455.54004
178,2007-04-11 05:09:29,1176257369.0,aes,6.513,22.42,1438.87
179,2008-01-23 21:05:49,1201115149.0,aes,5.378,17.9,1338.5999800000002
180,2008-04-23 21:50:03,1208976603.0,aes,5.687,17.63,1379.93005
181,2004-02-15 08:22:54,1076826174.0,aet,0.211,77.5,1152.10999
182,2004-08-03 20:44:23,1091555063.0,aet,0.193,86.6,1099.68994
183,2004-11-30 04:45:36,1101782736.0,aet,0.178,118.21,1173.81995
184,2005-02-04 06:20:07,1107490807.0,aet,0.178,130.85,1203.0300300000001
185,2005-04-08 02:12:37,1112915557.0,aet,0.177,76.32,1181.19995
186,2005-09-23 17:26:49,1127485609.0,aet,0.17,82.71,1215.29004
187,2006-01-11 03:31:09,1136943069.0,aet,0.172,92.65,1294.18005
188,2007-01-25 23:46:33,1169761593.0,aet,0.253,41.1,1423.9000199999998
189,2007-02-20 08:05:18,1171951518.0,aet,0.253,45.61,1459.68005
190,2007-04-06 18:34:03,1175873643.0,aet,0.272,45.0,1437.77002
191,2008-01-23 22:12:23,1201119143.0,aet,0.31,54.11,1338.5999800000002
192,2008-02-22 22:13:00,1203711180.0,aet,0.31,50.13,1353.10999
193,2008-11-01 10:58:06,1225529886.0,aet,0.389,24.87,930.0900300000001
194,2003-10-03 17:29:50,1065191390.0,afl,0.173,33.43,1029.8499800000002
195,2003-12-07 12:26:30,1070792790.0,afl,0.206,35.47,1069.7199699999999
196,2004-06-27 21:50:24,1088362224.0,afl,0.203,40.4,1140.6500199999998
197,2004-08-29 05:10:22,1093745422.0,afl,0.226,39.99,1105.08997
198,2005-01-25 00:35:34,1106606134.0,afl,0.189,39.58,1168.41003
199,2005-03-17 18:20:48,1111076448.0,afl,0.189,38.22,1190.20996
200,2005-04-06 19:09:19,1112803759.0,afl,0.189,37.0,1184.06995
201,2005-08-28 22:41:53,1125258113.0,afl,0.162,43.93,1212.37
202,2006-05-28 02:32:55,1148772775.0,afl,0.185,46.78,1272.88
203,2007-02-20 18:32:53,1171989173.0,afl,0.171,48.45,1459.68005
204,2007-04-08 10:16:28,1176016588.0,afl,0.171,47.92,1443.76001
205,2008-01-23 12:52:38,1201085558.0,afl,0.172,61.31,1338.5999800000002
206,2009-01-29 12:02:15,1233223335.0,afl,0.241,25.06,845.14001
207,2003-11-17 22:46:03,1069101963.0,agn,0.739,76.65,1043.63
208,2004-06-19 14:49:29,1087645769.0,agn,0.695,91.42,1133.56006
209,2004-08-10 02:33:38,1092094418.0,agn,0.637,69.32,1079.04004
210,2004-11-02 14:09:49,1099397389.0,agn,0.637,72.5,1130.56006
211,2005-03-10 01:40:57,1110411657.0,agn,0.522,75.47,1209.25
212,2005-04-04 23:20:33,1112646033.0,agn,0.522,69.07,1176.12
213,2005-08-29 12:42:47,1125308567.0,agn,0.51,92.83,1212.2800300000001
214,2006-06-21 09:29:01,1150871341.0,agn,0.47,104.14,1252.19995
215,2007-02-20 16:30:00,1171981800.0,agn,0.544,113.32,1459.68005
216,2007-04-06 22:28:10,1175887690.0,agn,0.544,113.52,1437.77002
217,2008-01-23 23:06:53,1201122413.0,agn,0.449,65.01,1338.5999800000002
218,2008-02-16 18:44:49,1203180289.0,agn,0.436,63.89,1367.20996
219,2008-05-17 08:24:31,1211001871.0,agn,0.429,54.11,1408.66003
220,2004-02-15 09:40:39,1076830839.0,aig,1.15,74.72,1152.10999
221,2004-08-18 11:50:54,1092819054.0,aig,1.173,68.32,1095.17004
222,2005-01-18 04:07:03,1106014023.0,aig,1.162,66.14,1195.97998
223,2005-04-28 12:07:20,1114679240.0,aig,1.162,51.85,1143.2199699999999
224,2006-01-07 18:38:22,1136651902.0,aig,1.294,70.11,1273.45996
225,2006-06-17 17:06:59,1150553219.0,aig,1.384,59.87,1230.04004
226,2007-03-15 06:01:57,1173931317.0,aig,1.687,67.0,1392.2800300000001
227,2007-05-04 05:36:10,1178246170.0,aig,1.687,70.65,1505.62
228,2007-06-05 04:27:22,1181006842.0,aig,1.614,72.55,1530.94995
229,2007-07-06 07:35:21,1183696521.0,aig,1.614,70.27,1530.43994
230,2008-01-23 16:02:26,1201096946.0,aig,1.918,52.07,1338.5999800000002
231,2008-05-23 12:57:40,1211536660.0,aig,2.282,37.81,1375.93005
232,2008-09-21 02:42:52,1221954172.0,aig,2.411,3.85,1206.51001
233,2008-10-27 11:48:40,1225100920.0,aig,2.411,1.7,848.9199800000001
234,2008-12-17 11:42:57,1229506977.0,aig,3.273,1.8,904.4199800000001
235,2008-12-19 05:47:27,1229658447.0,aig,3.273,1.67,887.88
236,2009-01-06 14:34:51,1231245291.0,aig,3.273,1.66,934.7000099999999
